Crop,Crop_Year,Area,Production,Yield
Sugarcane,1997,8000,470000.0,58.75
Sugarcane,1998,5000,330000.0,66.0
Sugarcane,1999,6000,420000.0,70.0
Sugarcane,2000,7000,470000.0,67.14
Sugarcane,2001,8000,540000.0,67.5
Sugarcane,2002,8000,510000.0,63.75
Sugarcane,2003,5000,270000.0,54.0
Sugarcane,2004,3000,140000.0,46.67
Sugarcane,2005,2000,133000.0,66.5
Sugarcane,2009,1000,6000.0,6.0
Sugarcane,2011,2000,161000.0,80.5
Sugarcane,2012,2000,136000.0,68.0
Sugarcane,2013,2000,170000.0,85.0
Sugarcane,2014,3000,258000.0,86.0
Sugarcane,2015,2000,171000.0,85.5
Sugarcane,2016,2000,177000.0,88.5
Sugarcane,2017,3000,273000.0,91.0
Sugarcane,2018,3000,268000.0,89.33
Sugarcane,2019,2600,215000.0,82.69
Sugarcane,1997,1000,60000.0,60.0
Sugarcane,1998,1000,60000.0,60.0
Sugarcane,1999,1000,60000.0,60.0
Sugarcane,2000,1000,60000.0,60.0
Sugarcane,2001,1000,70000.0,70.0
Sugarcane,2002,1000,50000.0,50.0
Sugarcane,1997,1000,60000.0,60.0
Sugarcane,2000,1000,60000.0,60.0
Sugarcane,2001,2000,150000.0,75.0
Sugarcane,2002,2000,100000.0,50.0
Sugarcane,2003,1000,60000.0,60.0
Sugarcane,2004,1000,60000.0,60.0
Sugarcane,1997,2000,110000.0,55.0
Sugarcane,1998,2000,130000.0,65.0
Sugarcane,1999,2000,130000.0,65.0
Sugarcane,2000,4000,290000.0,72.5
Sugarcane,2001,5000,380000.0,76.0
Sugarcane,2002,8000,500000.0,62.5
Sugarcane,2003,4000,210000.0,52.5
Sugarcane,2004,1000,50000.0,50.0
Sugarcane,2005,1000,51000.0,51.0
Sugarcane,2019,400,32000.0,80.0
Sugarcane,2011,4000,298000.0,74.5
Sugarcane,2012,4000,297000.0,74.25
Sugarcane,2013,4000,234000.0,58.5
Sugarcane,2014,4000,253000.0,63.25
Sugarcane,2015,4000,266000.0,66.5
Sugarcane,2016,4000,307000.0,76.75
Sugarcane,2017,4000,292000.0,73.0
Sugarcane,2018,4000,281000.0,70.25
Sugarcane,2019,4200,304000.0,72.38
Sugarcane,1997,5000,270000.0,54.0
Sugarcane,1998,3000,170000.0,56.67
Sugarcane,1999,3000,180000.0,60.0
Sugarcane,2000,3000,220000.0,73.33
Sugarcane,2001,4000,280000.0,70.0
Sugarcane,2002,5000,330000.0,66.0
Sugarcane,2003,4000,240000.0,60.0
Sugarcane,2004,2000,120000.0,60.0
Sugarcane,2005,1000,70000.0,70.0
Sugarcane,2009,1000,8000.0,8.0
Sugarcane,2011,3000,264000.0,88.0
Sugarcane,2012,2000,184000.0,92.0
Sugarcane,2013,3000,281000.0,93.67
Sugarcane,2014,3000,272000.0,90.67
Sugarcane,2015,2000,176000.0,88.0
Sugarcane,2016,2000,183000.0,91.5
Sugarcane,2017,2000,204000.0,102.0
Sugarcane,2018,2000,189000.0,94.5
Sugarcane,2019,1600,134000.0,83.75
Sugarcane,1997,11000,560000.0,50.91
Sugarcane,1998,9000,510000.0,56.67
Sugarcane,1999,9000,490000.0,54.44
Sugarcane,2000,10000,550000.0,55.0
Sugarcane,2001,10000,540000.0,54.0
Sugarcane,2002,9000,490000.0,54.44
Sugarcane,2003,7000,350000.0,50.0
Sugarcane,2004,4000,230000.0,57.5
Sugarcane,2005,6000,383000.0,63.83
Sugarcane,2009,2000,13000.0,6.5
Sugarcane,2011,3000,224000.0,74.67
Sugarcane,2012,3000,227000.0,75.67
Sugarcane,2013,2000,152000.0,76.0
Sugarcane,2014,3000,238000.0,79.33
Sugarcane,2015,3000,221000.0,73.67
Sugarcane,2016,3000,241000.0,80.33
Sugarcane,2017,3000,229000.0,76.33
Sugarcane,2018,2000,148000.0,74.0
Sugarcane,2019,2200,167000.0,75.91
Sugarcane,2009,1000,5000.0,5.0
Sugarcane,2011,1000,65000.0,65.0
Sugarcane,2012,1000,57000.0,57.0
Sugarcane,2013,1000,61000.0,61.0
Sugarcane,2014,1000,64000.0,64.0
Sugarcane,2015,1000,59000.0,59.0
Sugarcane,2016,1000,68000.0,68.0
Sugarcane,2017,1000,78000.0,78.0
Sugarcane,2018,1000,76000.0,76.0
Sugarcane,2019,1200,101000.0,84.17
Sugarcane,1997,7000,450000.0,64.29
Sugarcane,1998,5000,330000.0,66.0
Sugarcane,1999,4000,280000.0,70.0
Sugarcane,2000,3000,220000.0,73.33
Sugarcane,2001,4000,280000.0,70.0
Sugarcane,2002,4000,280000.0,70.0
Sugarcane,2003,3000,200000.0,66.67
Sugarcane,2004,2000,150000.0,75.0
Sugarcane,2005,1000,75000.0,75.0
Sugarcane,2009,1000,8000.0,8.0
Sugarcane,2011,2000,163000.0,81.5
Sugarcane,2012,2000,161000.0,80.5
Sugarcane,2013,3000,264000.0,88.0
Sugarcane,2014,3000,265000.0,88.33
Sugarcane,2015,3000,260000.0,86.67
Sugarcane,2016,3000,267000.0,89.0
Sugarcane,2017,4000,369000.0,92.25
Sugarcane,2018,3000,255000.0,85.0
Sugarcane,2019,2600,239000.0,91.92
Sugarcane,1997,13000,730000.0,56.15
Sugarcane,1998,11000,630000.0,57.27
Sugarcane,1999,12000,700000.0,58.33
Sugarcane,2000,12000,760000.0,63.33
Sugarcane,2001,12000,720000.0,60.0
Sugarcane,2002,12000,640000.0,53.33
Sugarcane,2003,10000,470000.0,47.0
Sugarcane,2004,7000,380000.0,54.29
Sugarcane,2005,7000,380000.0,54.29
Sugarcane,2009,5000,31000.0,6.2
Sugarcane,2011,6000,407000.0,67.83
Sugarcane,2012,5000,327000.0,65.4
Sugarcane,2013,6000,401000.0,66.83
Sugarcane,2014,6000,395000.0,65.83
Sugarcane,2015,6000,453000.0,75.5
Sugarcane,2016,6000,470000.0,78.33
Sugarcane,2017,6000,483000.0,80.5
Sugarcane,2018,6000,467000.0,77.83
Sugarcane,2019,6000,458000.0,76.33
Sugarcane,2011,1000,40000.0,40.0
Sugarcane,2012,1000,71000.0,71.0
Sugarcane,2013,1000,75000.0,75.0
Sugarcane,2017,1000,95000.0,95.0
Sugarcane,2019,500,40000.0,80.0
Wheat,1997,349000,1318000.0,3.78
Wheat,1998,214000,862000.0,4.03
Wheat,1999,358000,1738000.0,4.85
Wheat,2000,361000,1690000.0,4.68
Wheat,2001,363000,1700000.0,4.68
Wheat,2002,356000,1513000.0,4.25
Wheat,2003,358000,1538000.0,4.3
Wheat,2004,372000,1591000.0,4.28
Wheat,2005,371000,1643000.0,4.43
Wheat,2006,185000,767000.0,4.15
Wheat,2007,184000,810000.0,4.4
Wheat,2008,187000,757000.0,4.05
Wheat,2009,185000,753000.0,4.07
Wheat,2010,189000,810000.0,4.29
Wheat,2011,190000,945000.0,4.97
Wheat,2012,190000,884000.0,4.65
Wheat,2013,188000,934000.0,4.97
Wheat,2014,188000,736000.0,3.91
Wheat,2015,188000,842000.0,4.48
Wheat,2016,188000,930000.0,4.95
Wheat,2017,189000,920000.0,4.87
Wheat,2018,189000,910000.0,4.81
Wheat,2019,188000,852000.0,4.53
Wheat,2007,112000,535000.0,4.78
Wheat,2008,114000,554000.0,4.86
Wheat,2009,114000,520000.0,4.56
Wheat,2010,115000,572000.0,4.97
Wheat,2011,115000,615000.0,5.35
Wheat,2012,114000,567000.0,4.97
Wheat,2013,114000,596000.0,5.23
Wheat,2014,114000,527000.0,4.62
Wheat,2015,115000,565000.0,4.91
Wheat,2016,114000,626000.0,5.49
Wheat,2017,114000,609000.0,5.34
Wheat,2018,115000,641000.0,5.57
Wheat,2019,114000,599000.0,5.25
Wheat,1997,236000,819000.0,3.47
Wheat,1998,258000,1144000.0,4.43
Wheat,1999,242000,1117000.0,4.62
Wheat,2000,243000,1014000.0,4.17
Wheat,2001,243000,949000.0,3.91
Wheat,2002,239000,999000.0,4.18
Wheat,2003,242000,942000.0,3.89
Wheat,2004,241000,993000.0,4.12
Wheat,2005,243000,954000.0,3.93
Wheat,2006,245000,1044000.0,4.26
Wheat,2007,247000,1077000.0,4.36
Wheat,2008,249000,1152000.0,4.63
Wheat,2009,251000,1013000.0,4.04
Wheat,2010,253000,1166000.0,4.61
Wheat,2011,252000,1260000.0,5.0
Wheat,2012,254000,1216000.0,4.79
Wheat,2013,254000,1259000.0,4.96
Wheat,2014,254000,1218000.0,4.8
Wheat,2015,253000,1184000.0,4.68
Wheat,2016,252000,1335000.0,5.3
Wheat,2017,254000,1345000.0,5.3
Wheat,2018,255000,1428000.0,5.6
Wheat,2019,256000,1387000.0,5.42
Wheat,1997,109000,451000.0,4.14
Wheat,1998,62000,265000.0,4.27
Wheat,1999,112000,522000.0,4.66
Wheat,2000,111000,524000.0,4.72
Wheat,2001,111000,496000.0,4.47
Wheat,2002,112000,474000.0,4.23
Wheat,2003,114000,461000.0,4.04
Wheat,2004,114000,487000.0,4.27
Wheat,2005,116000,483000.0,4.16
Wheat,2006,117000,484000.0,4.14
Wheat,2007,117000,509000.0,4.35
Wheat,2008,118000,550000.0,4.66
Wheat,2009,117000,481000.0,4.11
Wheat,2010,117000,563000.0,4.81
Wheat,2011,117000,616000.0,5.26
Wheat,2012,117000,553000.0,4.73
Wheat,2013,116000,601000.0,5.18
Wheat,2014,116000,558000.0,4.81
Wheat,2015,117000,550000.0,4.7
Wheat,2016,117000,609000.0,5.21
Wheat,2017,116000,619000.0,5.34
Wheat,2018,116000,620000.0,5.34
Wheat,2019,116000,646000.0,5.57
Wheat,1997,88000,361000.0,4.1
Wheat,1998,85000,401000.0,4.72
Wheat,1999,86000,443000.0,5.15
Wheat,2000,86000,434000.0,5.05
Wheat,2001,85000,418000.0,4.92
Wheat,2002,85000,379000.0,4.46
Wheat,2003,85000,367000.0,4.32
Wheat,2004,85000,417000.0,4.91
Wheat,2005,84000,369000.0,4.39
Wheat,2006,85000,348000.0,4.09
Wheat,2007,85000,429000.0,5.05
Wheat,2008,85000,376000.0,4.42
Wheat,2009,85000,419000.0,4.93
Wheat,2010,85000,417000.0,4.91
Wheat,2011,85000,449000.0,5.28
Wheat,2012,85000,440000.0,5.18
Wheat,2013,84000,427000.0,5.08
Wheat,2014,84000,340000.0,4.05
Wheat,2015,84000,394000.0,4.69
Wheat,2016,84000,436000.0,5.19
Wheat,2017,85000,454000.0,5.34
Wheat,2018,85000,440000.0,5.18
Wheat,2019,85000,374000.0,4.4
Wheat,2012,208000,972000.0,4.67
Wheat,2013,211000,1039000.0,4.92
Wheat,2014,206000,913000.0,4.43
Wheat,2015,209000,939000.0,4.49
Wheat,2016,207000,1023000.0,4.94
Wheat,2017,210000,1007000.0,4.8
Wheat,2018,208000,1052000.0,5.06
Wheat,2019,206000,1016000.0,4.93
Wheat,1997,422000,1677000.0,3.97
Wheat,1998,354000,1567000.0,4.43
Wheat,1999,374000,1738000.0,4.65
Wheat,2000,378000,1705000.0,4.51
Wheat,2001,383000,1661000.0,4.34
Wheat,2002,369000,1470000.0,3.98
Wheat,2003,383000,1586000.0,4.14
Wheat,2004,386000,1599000.0,4.14
Wheat,2005,386000,1569000.0,4.06
Wheat,2006,389000,1587000.0,4.08
Wheat,2007,395000,1785000.0,4.52
Wheat,2008,395000,1849000.0,4.68
Wheat,2009,395000,1636000.0,4.14
Wheat,2010,397000,1850000.0,4.66
Wheat,2011,394000,1969000.0,5.0
Wheat,2012,185000,911000.0,4.92
Wheat,2013,189000,1001000.0,5.3
Wheat,2014,188000,877000.0,4.66
Wheat,2015,188000,862000.0,4.59
Wheat,2016,184000,959000.0,5.21
Wheat,2017,187000,977000.0,5.22
Wheat,2018,187000,1010000.0,5.4
Wheat,2019,187000,957000.0,5.12
Wheat,1997,194000,729000.0,3.76
Wheat,1998,108000,465000.0,4.31
Wheat,1999,213000,929000.0,4.36
Wheat,2000,217000,924000.0,4.26
Wheat,2001,217000,1011000.0,4.66
Wheat,2002,206000,784000.0,3.81
Wheat,2003,219000,952000.0,4.35
Wheat,2004,227000,810000.0,3.57
Wheat,2005,227000,904000.0,3.98
Wheat,2006,229000,910000.0,3.97
Wheat,2007,231000,976000.0,4.23
Wheat,2008,231000,927000.0,4.01
Wheat,2009,230000,940000.0,4.09
Wheat,2010,226000,919000.0,4.07
Wheat,2011,231000,1098000.0,4.75
Wheat,2012,184000,825000.0,4.48
Wheat,2013,184000,822000.0,4.47
Wheat,2014,187000,627000.0,3.35
Wheat,2015,184000,856000.0,4.65
Wheat,2016,184000,848000.0,4.61
Wheat,2017,185000,876000.0,4.74
Wheat,2018,184000,868000.0,4.72
Wheat,2019,185000,772000.0,4.17
Wheat,1997,135000,413000.0,3.06
Wheat,1998,140000,488000.0,3.49
Wheat,1999,144000,517000.0,3.59
Wheat,2000,142000,489000.0,3.44
Wheat,2001,139000,502000.0,3.61
Wheat,2002,137000,471000.0,3.44
Wheat,2003,146000,499000.0,3.42
Wheat,2004,145000,493000.0,3.4
Wheat,2005,145000,514000.0,3.54
Wheat,2006,142000,517000.0,3.64
Wheat,2007,145000,552000.0,3.81
Wheat,2008,154000,545000.0,3.54
Wheat,2009,153000,589000.0,3.85
Wheat,2010,154000,661000.0,4.29
Wheat,2011,154000,694000.0,4.51
Wheat,2012,149000,629000.0,4.22
Wheat,2013,148000,671000.0,4.53
Wheat,2014,150000,540000.0,3.6
Wheat,2015,145000,591000.0,4.08
Wheat,2016,147000,606000.0,4.12
Wheat,2017,143000,620000.0,4.34
Wheat,2018,144000,611000.0,4.24
Wheat,2019,142000,609000.0,4.29
Wheat,1997,157000,563000.0,3.59
Wheat,1998,162000,748000.0,4.62
Wheat,1999,163000,803000.0,4.93
Wheat,2000,167000,773000.0,4.63
Wheat,2001,167000,785000.0,4.7
Wheat,2002,167000,715000.0,4.28
Wheat,2003,169000,747000.0,4.42
Wheat,2004,171000,734000.0,4.29
Wheat,2005,170000,764000.0,4.49
Wheat,2006,165000,692000.0,4.19
Wheat,2007,167000,741000.0,4.44
Wheat,2008,171000,708000.0,4.14
Wheat,2009,170000,735000.0,4.32
Wheat,2010,169000,793000.0,4.69
Wheat,2011,171000,866000.0,5.06
Wheat,2012,169000,773000.0,4.57
Wheat,2013,169000,837000.0,4.95
Wheat,2014,167000,685000.0,4.1
Wheat,2015,171000,762000.0,4.46
Wheat,2016,167000,809000.0,4.84
Wheat,2017,170000,861000.0,5.06
Wheat,2018,170000,845000.0,4.97
Wheat,2019,173000,870000.0,5.03
Wheat,1997,102000,348000.0,3.41
Wheat,1998,238000,990000.0,4.16
Wheat,1999,111000,523000.0,4.71
Wheat,2000,111000,493000.0,4.44
Wheat,2001,114000,538000.0,4.72
Wheat,2002,112000,445000.0,3.97
Wheat,2003,112000,496000.0,4.43
Wheat,2004,115000,460000.0,4.0
Wheat,2005,111000,483000.0,4.35
Wheat,2006,109000,444000.0,4.07
Wheat,2007,111000,506000.0,4.56
Wheat,2008,111000,472000.0,4.25
Wheat,2009,111000,457000.0,4.12
Wheat,2010,108000,480000.0,4.44
Wheat,2011,110000,542000.0,4.93
Wheat,2012,110000,510000.0,4.64
Wheat,2013,111000,548000.0,4.94
Wheat,2014,110000,429000.0,3.9
Wheat,2015,110000,469000.0,4.26
Wheat,2016,106000,522000.0,4.92
Wheat,2017,108000,523000.0,4.84
Wheat,2018,109000,516000.0,4.73
Wheat,2019,109000,507000.0,4.65
Wheat,1997,257000,1082000.0,4.21
Wheat,1998,413000,1823000.0,4.41
Wheat,1999,259000,1312000.0,5.07
Wheat,2000,258000,1334000.0,5.17
Wheat,2001,257000,1304000.0,5.07
Wheat,2002,254000,1142000.0,4.5
Wheat,2003,257000,1220000.0,4.75
Wheat,2004,258000,1246000.0,4.83
Wheat,2005,257000,1228000.0,4.78
Wheat,2006,257000,1158000.0,4.51
Wheat,2007,258000,1238000.0,4.8
Wheat,2008,259000,1137000.0,4.39
Wheat,2009,259000,1200000.0,4.63
Wheat,2010,257000,1276000.0,4.96
Wheat,2011,257000,1381000.0,5.37
Wheat,2012,256000,1242000.0,4.85
Wheat,2013,254000,1327000.0,5.22
Wheat,2014,253000,1129000.0,4.46
Wheat,2015,251000,1172000.0,4.67
Wheat,2016,250000,1273000.0,5.09
Wheat,2017,252000,1296000.0,5.14
Wheat,2018,251000,1288000.0,5.13
Wheat,2019,250000,1275000.0,5.1
Wheat,1997,157000,558000.0,3.55
Wheat,1998,159000,687000.0,4.32
Wheat,1999,157000,719000.0,4.58
Wheat,2000,163000,748000.0,4.59
Wheat,2001,165000,667000.0,4.04
Wheat,2002,163000,691000.0,4.24
Wheat,2003,166000,691000.0,4.16
Wheat,2004,167000,707000.0,4.23
Wheat,2005,163000,612000.0,3.75
Wheat,2006,165000,718000.0,4.35
Wheat,2007,169000,727000.0,4.3
Wheat,2008,171000,791000.0,4.63
Wheat,2009,170000,730000.0,4.29
Wheat,2010,170000,830000.0,4.88
Wheat,2011,170000,841000.0,4.95
Wheat,2012,171000,759000.0,4.44
Wheat,2013,170000,854000.0,5.02
Wheat,2014,166000,742000.0,4.47
Wheat,2015,170000,789000.0,4.64
Wheat,2016,171000,876000.0,5.12
Wheat,2017,172000,890000.0,5.17
Wheat,2018,171000,932000.0,5.45
Wheat,2019,171000,922000.0,5.39
Wheat,1997,124000,530000.0,4.27
Wheat,1998,124000,562000.0,4.53
Wheat,1999,170000,838000.0,4.93
Wheat,2000,172000,818000.0,4.76
Wheat,2001,167000,779000.0,4.66
Wheat,2002,170000,735000.0,4.32
Wheat,2003,171000,743000.0,4.35
Wheat,2004,173000,759000.0,4.39
Wheat,2005,174000,767000.0,4.41
Wheat,2006,175000,725000.0,4.14
Wheat,2007,175000,818000.0,4.67
Wheat,2008,117000,873000.0,7.46
Wheat,2009,177000,779000.0,4.4
Wheat,2010,177000,887000.0,5.01
Wheat,2011,176000,961000.0,5.46
Wheat,2012,176000,871000.0,4.95
Wheat,2013,176000,922000.0,5.24
Wheat,2014,175000,794000.0,4.54
Wheat,2015,175000,805000.0,4.6
Wheat,2016,174000,918000.0,5.28
Wheat,2017,175000,908000.0,5.19
Wheat,2018,175000,941000.0,5.38
Wheat,2019,176000,942000.0,5.35
Wheat,1997,176000,609000.0,3.46
Wheat,1998,175000,741000.0,4.23
Wheat,1999,187000,884000.0,4.73
Wheat,2000,189000,869000.0,4.6
Wheat,2001,193000,818000.0,4.24
Wheat,2002,192000,809000.0,4.21
Wheat,2003,197000,814000.0,4.13
Wheat,2004,200000,799000.0,4.0
Wheat,2005,200000,787000.0,3.94
Wheat,2006,202000,854000.0,4.23
Wheat,2007,202000,963000.0,4.77
Wheat,2008,202000,977000.0,4.84
Wheat,2009,205000,950000.0,4.63
Wheat,2010,192000,957000.0,4.98
Wheat,2011,206000,1036000.0,5.03
Wheat,2012,209000,996000.0,4.77
Wheat,2013,209000,1058000.0,5.06
Wheat,2014,208000,907000.0,4.36
Wheat,2015,209000,969000.0,4.64
Wheat,2016,213000,1093000.0,5.13
Wheat,2017,211000,1108000.0,5.25
Wheat,2018,214000,1192000.0,5.57
Wheat,2019,214000,1168000.0,5.46
Wheat,2012,42000,173000.0,4.12
Wheat,2013,42000,167000.0,3.98
Wheat,2014,42000,115000.0,2.74
Wheat,2015,41000,166000.0,4.05
Wheat,2016,41000,168000.0,4.1
Wheat,2017,41000,165000.0,4.02
Wheat,2018,41000,163000.0,3.98
Wheat,2019,40000,158000.0,3.95
Wheat,1997,253000,1026000.0,4.06
Wheat,1998,393000,1749000.0,4.45
Wheat,1999,264000,1267000.0,4.8
Wheat,2000,261000,1191000.0,4.56
Wheat,2001,265000,1310000.0,4.94
Wheat,2002,265000,1184000.0,4.47
Wheat,2003,266000,1095000.0,4.12
Wheat,2004,266000,1197000.0,4.5
Wheat,2005,262000,1109000.0,4.23
Wheat,2006,244000,1126000.0,4.61
Wheat,2007,240000,1133000.0,4.72
Wheat,2008,242000,1137000.0,4.7
Wheat,2009,235000,1063000.0,4.52
Wheat,2010,236000,1141000.0,4.83
Wheat,2011,237000,1297000.0,5.47
Wheat,2012,234000,1123000.0,4.8
Wheat,2013,232000,1153000.0,4.97
Wheat,2014,233000,1024000.0,4.39
Wheat,2015,234000,1073000.0,4.59
Wheat,2016,231000,1193000.0,5.16
Wheat,2017,232000,1223000.0,5.27
Wheat,2018,233000,1275000.0,5.47
Wheat,2019,234000,1116000.0,4.77
Wheat,1997,83000,296000.0,3.57
Wheat,1998,110000,482000.0,4.38
Wheat,1999,87000,350000.0,4.02
Wheat,2000,86000,312000.0,3.63
Wheat,2001,88000,347000.0,3.94
Wheat,2002,86000,305000.0,3.55
Wheat,2003,87000,307000.0,3.53
Wheat,2004,89000,312000.0,3.51
Wheat,2005,91000,327000.0,3.59
Wheat,2006,57000,216000.0,3.79
Wheat,2007,62000,256000.0,4.13
Wheat,2008,64000,212000.0,3.31
Wheat,2009,65000,277000.0,4.26
Wheat,2010,65000,253000.0,3.89
Wheat,2011,64000,297000.0,4.64
Wheat,2012,63000,284000.0,4.51
Wheat,2013,67000,307000.0,4.58
Wheat,2014,66000,266000.0,4.03
Wheat,2015,64000,274000.0,4.28
Wheat,2016,68000,328000.0,4.82
Wheat,2017,67000,326000.0,4.87
Wheat,2018,69000,315000.0,4.57
Wheat,2019,69000,299000.0,4.33
Wheat,2006,50000,193000.0,3.86
Wheat,2007,48000,191000.0,3.98
Wheat,2008,49000,208000.0,4.24
Wheat,2009,53000,238000.0,4.49
Wheat,2010,53000,227000.0,4.28
Wheat,2011,52000,249000.0,4.79
Wheat,2012,54000,233000.0,4.31
Wheat,2013,51000,228000.0,4.47
Wheat,2014,50000,198000.0,3.96
Wheat,2015,50000,232000.0,4.64
Wheat,2016,50000,235000.0,4.7
Wheat,2017,50000,248000.0,4.96
Wheat,2018,50000,232000.0,4.64
Wheat,2019,50000,226000.0,4.52
Wheat,1997,401000,1732000.0,4.32
Wheat,1998,86000,325000.0,3.78
Wheat,1999,394000,1902000.0,4.83
Wheat,2000,393000,1921000.0,4.89
Wheat,2001,392000,1890000.0,4.82
Wheat,2002,394000,1805000.0,4.58
Wheat,2003,397000,1720000.0,4.33
Wheat,2004,397000,1782000.0,4.49
Wheat,2005,396000,1677000.0,4.23
Wheat,2006,396000,1755000.0,4.43
Wheat,2007,283000,1327000.0,4.69
Wheat,2008,285000,1355000.0,4.75
Wheat,2009,287000,1302000.0,4.54
Wheat,2010,287000,1472000.0,5.13
Wheat,2011,287000,1577000.0,5.49
Wheat,2012,285000,1473000.0,5.17
Wheat,2013,285000,1567000.0,5.5
Wheat,2014,284000,1366000.0,4.81
Wheat,2015,286000,1373000.0,4.8
Wheat,2016,286000,1589000.0,5.56
Wheat,2017,288000,1599000.0,5.55
Wheat,2018,290000,1682000.0,5.8
Wheat,2019,291000,1678000.0,5.77
Wheat,1997,57000,203000.0,3.56
Wheat,1998,257000,1161000.0,4.52
Wheat,1999,67000,308000.0,4.6
Wheat,2000,70000,312000.0,4.46
Wheat,2001,71000,324000.0,4.56
Wheat,2002,68000,254000.0,3.74
Wheat,2003,75000,311000.0,4.15
Wheat,2004,76000,312000.0,4.11
Wheat,2005,72000,303000.0,4.21
Wheat,2006,72000,300000.0,4.17
Wheat,2007,72000,328000.0,4.56
Wheat,2008,76000,297000.0,3.91
Wheat,2009,74000,316000.0,4.27
Wheat,2010,74000,348000.0,4.7
Wheat,2011,75000,387000.0,5.16
Wheat,2012,80000,382000.0,4.78
Wheat,2013,75000,371000.0,4.95
Wheat,2014,76000,282000.0,3.71
Wheat,2015,78000,368000.0,4.72
Wheat,2016,76000,374000.0,4.92
Wheat,2017,77000,385000.0,5.0
Wheat,2018,77000,385000.0,5.0
Wheat,2019,77000,391000.0,5.08
Wheat,2006,183000,758000.0,4.14
Wheat,2007,185000,819000.0,4.43
Wheat,2008,186000,856000.0,4.6
Wheat,2009,186000,771000.0,4.15
Wheat,2010,186000,850000.0,4.57
Wheat,2011,185000,902000.0,4.88
Wheat,2012,182000,798000.0,4.38
Wheat,2013,183000,931000.0,5.09
Wheat,2014,188000,777000.0,4.13
Wheat,2015,186000,842000.0,4.53
Wheat,2016,185000,886000.0,4.79
Wheat,2017,186000,871000.0,4.68
Wheat,2018,187000,916000.0,4.9
Wheat,2019,188000,855000.0,4.55
